timestamp,event_type,run_id,session_id,group_id,agent_instance_id,data
2026-04-05T11:39:22.691530+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_a_tax_rate"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""10% flat tax\"", \""Progressive (15-35%)\"", \""Current rates maintained\""]."", ""response"": ""Progressive (15-35%)""}"
2026-04-05T11:39:26.127782+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_a_healthcare_spending"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Increase by 20%\"", \""Maintain current levels\"", \""Decrease by 15%\""]."", ""response"": ""Maintain current levels""}"
2026-04-05T11:39:28.540381+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_a_education_spending"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Double public school funding\"", \""Maintain current levels\"", \""Shift to voucher system\""]."", ""response"": ""Shift to voucher system""}"
2026-04-05T11:39:30.848938+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_a_immigration_policy"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Open borders\"", \""Points-based system\"", \""Reduce by 50%\""]."", ""response"": ""Points-based system""}"
2026-04-05T11:39:33.195682+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_a_climate_policy"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Carbon tax ($50/ton)\"", \""Green subsidies only\"", \""No new regulations\""]."", ""response"": ""Carbon tax ($50/ton)""}"
2026-04-05T11:39:38.137465+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_b_tax_rate"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""10% flat tax\"", \""Progressive (15-35%)\"", \""Current rates maintained\""]."", ""response"": ""10% flat tax""}"
2026-04-05T11:39:40.798031+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_b_healthcare_spending"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Increase by 20%\"", \""Maintain current levels\"", \""Decrease by 15%\""]."", ""response"": ""Decrease by 15%""}"
2026-04-05T11:39:43.248812+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_b_education_spending"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Double public school funding\"", \""Maintain current levels\"", \""Shift to voucher system\""]."", ""response"": ""Double public school funding""}"
2026-04-05T11:39:45.730651+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_b_immigration_policy"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Open borders\"", \""Points-based system\"", \""Reduce by 50%\""]."", ""response"": ""Reduce by 50%""}"
2026-04-05T11:39:47.926982+00:00,facilitator_call,conjoint_policy_experiment_20260405T113918Z_bdod6b,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1,conjoint_policy_experiment_20260405T113918Z_bdod6b_s1_conjoint_r1_g1,conjoint_policy_experiment_20260405T113918Z_bdod6b_1,"{""prompt_type"": ""FACILITATOR"", ""prompt_name"": ""profile_b_climate_policy"", ""module"": ""conjoint"", ""round"": 1, ""rendered_prompt"": ""Without providing any explanation, sample at random from [\""Carbon tax ($50/ton)\"", \""Green subsidies only\"", \""No new regulations\""]."", ""response"": ""Green subsidies only""}"
