session_id,profile_id,agent_id,agent_instance_id,module,round_number,class,name,value
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,nan,,Agent,treatment,control
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,nan,,Agent,treatment,framed
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,nan,,Agent,treatment,control
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,nan,,Agent,treatment,framed
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,5,5,conjoint_manual_experiment_20260518T134405Z_bdod6b_5,nan,,Agent,treatment,control
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,6,6,conjoint_manual_experiment_20260518T134405Z_bdod6b_6,nan,,Agent,treatment,framed
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,7,7,conjoint_manual_experiment_20260518T134405Z_bdod6b_7,nan,,Agent,treatment,control
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,8,8,conjoint_manual_experiment_20260518T134405Z_bdod6b_8,nan,,Agent,treatment,framed
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,conjoint,1,Player,profile_a_tax_rate,10% flat tax
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,conjoint,2,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,conjoint,3,Player,profile_a_tax_rate,10% flat tax
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,conjoint,4,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,1,1,conjoint_manual_experiment_20260518T134405Z_bdod6b_1,conjoint,5,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,conjoint,1,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,conjoint,2,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,conjoint,3,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,conjoint,4,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,2,2,conjoint_manual_experiment_20260518T134405Z_bdod6b_2,conjoint,5,Player,profile_a_tax_rate,10% flat tax
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,conjoint,1,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,conjoint,2,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,conjoint,3,Player,profile_a_tax_rate,10% flat tax
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,conjoint,4,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,3,3,conjoint_manual_experiment_20260518T134405Z_bdod6b_3,conjoint,5,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,conjoint,1,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,conjoint,2,Player,profile_a_tax_rate,Current rates maintained
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,conjoint,3,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,conjoint,4,Player,profile_a_tax_rate,Progressive (15-35%)
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,4,4,conjoint_manual_experiment_20260518T134405Z_bdod6b_4,conjoint,5,Player,profile_a_tax_rate,10% flat tax
conjoint_manual_experiment_20260518T134405Z_bdod6b_s1,5,5,conjoint_manual_experiment_20260518T134405Z_bdod6b_5,conjoint,1,Player,profile_a_tax_rate,Current rates maintained
